fsd_no;fsd_vr;fsd_id;t1;t2;t3;t4;t5;t6;t7;t8;t9a;t9b;t9c;t9d;t10;t11;t12;t13;t14;l1;l2;l3;l4;l5;l6;l7;l8;l9;l10;l11;l12;l13;l14;l15;l16;l17;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25;k26;k27;k28;k29;k30;k31;k32;k33;k34;k35;k36;k37;k38;k39;k40;k41;k42;k43;k44;k45;k46;k47;k48;k49;k50;k51;k52;k53;k54;k55;k56;k57;k58;k59;k60;k61;k62;k63;k64;k65;k66;k67;k68;k69;k70;k71;k72;k73;k74;k75;k76;k77;k78;k79;k80;k82;k83;k84;k85;k86;k87;k88;k89;k90;k91;k92;k93;k94;k95;k96;k97;k98;k99;k100;k101;k102;ktu1;ktu2_1;ktu2_2;ktu2_3;ktu3;ktu4;koulu1;koulu2;koulu3;koulu4;koulu5_1;koulu5_2;koulu5_3;koulu5_4;koulu5_5;koulu6_1;koulu6_2;koulu6_3;koulu6_4;koulu6_5;koulu7_1;koulu7_2;koulu7_3;koulu7_4;koulu7_5;koulu7_6;koulu7_7;koulu7_8;koulu7_9;koulu8;koulu9;koulu10;koulu11;koulu12;koulu13;koulu14;koulu15;koulu16;koulu17;koulu18;koulu19;koulu20;koulu21;koulu22;koulu23;koulu24;koulu25;koulu26;koulu27;koulu28;ktu12_1;ktu12_2;ktu13;ktu14;ktu15;ktu16a;ktu16b;ktu16c;ktu16d;ktu16e;ktu16f;ktu16g;ktu16h;ktu16i;ktu16j;ktu16k;ktu17_1;ktu17_2;ktu18_1;ktu18_2;ktu19;ktu20;ktu21;ktu22;ktu23;ktu24;ktu25;ktu26;ktu27;ktu28;ktu29;ktu2829;ktu30;ktu31a_1;ktu31a_2;ktu31a_3;ktu31a_4;ktu31a_5;ktu31a_6;ktu31a_7;ktu31a_8;ktu31a_9;ktu31a10;ktu31a11;ktu31a12;ktu31a13;ktu31a14;ktu31a15;ktu31a16;ktu31a17;ktu31a18;ktu31a19;ktu31a20;ktu31a21;ktu31a22;ktu31a23;ktu31a24;ktu31a25;ktu31a26;ktu31a27;ktu31a28;ktu31a29;ktu31b_1;ktu31b_2;ktu31b_3;ktu31b_4;ktu31b_5;ktu31b_6;ktu31b_7;ktu31b_8;ktu31b_9;ktu31b10;ktu31b11;ktu32;ktu33_1;ktu33_2;ktu34_1;ktu34_2;ktu35;ktu36;ktu37;ktu37_6;ktu37_45;ktu38_1;ktu38_2;ktu39;ktu40;ktu41;ktu42;ktu43;ktu44;ktu45;ktu46;ktu47;ktu48;ktu49;ktu50;ktu51;ktu52;ktu53;ktu54;ktu55_1;ktu55_2;ktu55_3;ktu55_4;ktu55_5;ktu55_6;ktu55_7;ktu55_8;ktu55_9;ktu55_10;ktu55_11;ktu55_12;ktu55_13;ktu56;ktu57;ktu58;ktu59;ktu60;ktu61;ktu62;ktu63;ktu64;ktu65;ktu66;ktu67;ktu68;ktu69;ktu70;ktu71;ktu72;ktu73;ktu74;ktu75;ktu76;ktu77;ktu78;ktu79;ktu80;ktu81;ktu82;ktu83;ktu84;ktu85;ktu86;ktu87;ktu88;ktu89;ktu90;ktu90_1;ek1;ek2_1;ek2_2;ek3;ek4;ek5;ek6_1;ek6_2;ek6_3;ek6_4;ek6_5;ek6_6;ek6_7;ek7_1;ek7_2;ek7_3;ek7_4;ek7_5;ek7_6;ek7_7;ek8;ek9;ek10;ek11;ek12;ek13;ek14;ek15;ek16;ek17;ek18;ek19;ek20;ek21;ek22;ek23;ek24_1;ek24_2;ek24_3;ek25;ek26;ek27;ek28;ek29;ek30_1;ek31_1;ek32_1;ek33_1;ek34_1;ek35_1;ek36_1;ek37_1;ek38_1;ek39_1;ek40_1;ek41_1;ek42_1;ek43_1;ek44_1;ek45_1;ek46_1;ek47_1;ek48_1;ek49_1;ek50_1;ek51_1;ek31_2;ek32_2;ek33_2;ek34_2;ek35_2;ek36_2;ek37_2;ek38_2;ek39_2;ek40_2;ek41_2;ek42_2;ek43_2;ek44_2;ek45_2;ek46_2;ek47_2;ek48_2;ek49_2;ek50_2;ek51_2;ek52;ek53;ek54;ek55;ek56;ek57;ek58;ek59;ek60;ek61;ek62;ek63;ek64;ek65;ek66;ek67;ek68;ek69;ek70;ek71;ek72;ek73;ek74;ek75;ek76;ek77;ek78;ek79;ek80;ek81;ek82;ek83;ek84;ek85;ek86;ek87;ek88;ek89;ek90;ek91;ek92;ek93;ek94;ek95;ek96;ek97;ek98;ek99;ek100;ek101;ek102;ek103a_1;ek103a_2;ek103b_1;ek103b_2;ek103c_1;ek103c_2;ek104;bv1_1;bv1_2;bv2_1;bv2_2;bv3;bv4_1;bv4_2;bv4_3;bv5_1;bv5_2;bv5_3
2076;2;380;12;1965;1;0;1;2; ;2;3;4;3;7;2201,57995738118;8127,00879454667;1310,18394713517;5904,57353428427;2;7;1;0;31;35;35;29;23;14;29;35;33;36;32;31;25;25;8;8;7;8;7;5;6;6;5;7;7;7;7;6;6;6;6;6;7;6;6;2;5;3;7;3;8;1;8;2;8;2;7;6;6;5;8;5;6;6;6;5;5;2;6;3;7;3;6;6;7;5; ;6;5;7;6;6;5;5;7;6;7;7;5;6;7;7;6; ;6,69999998807905; ;6,5;6,19999998807905;6,39999997615816;7,09999996423721;6,39999997615816; ;6,89999997615816;5,89999997615816;6,59999996423721;6,39999997615816;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;91;3;4;4;15082,5886812889; ; ;1;0;0
2076;2;381;10;1965;2;0;3;2; ;2;7;6;4;6;12720,0528782841;21445,6425031073; ;2779,97823648232;2;7;1;2;39;22;43;47;35;34;44;24;41;36;34;50;40;38;5;8;8;8;9;9;9;9;9;8;9;9;9;9;9;9;9;8;9;9;9;1;8;1;8;1;9;1;10;1;9;1;9;8;9;8;9;9;9;9;9;9;9;1;9;1;9;1;9;9; ;9; ;9;9;7;8;8;9;9;9;9;8;9;8;9;9;9;9;8,19999992847442; ;8,5;8,39999997615816;8,59999990463258; ; ; ;8,79999995231626;8,89999997615816;9,09999990463258;9,29999995231626;9,29999995231626;1;1;1;10;9;9;10;9;8;9,4;9,5;5;6;6;5;6; ;28;6;2;3;4;,75;1;4;59;1;0;1;7;6;1;1;1; ; ; ; ; ;7;6;1;1;1;3;Lääk. yo;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;34;2;5;4;2;2;3;4;1;2;1;3;4;1;3;5;1;10;34;2;2;5;2;2;5;4;5;3;1;10;1;2;1;1;0;0;6; ; ; ;6;6;0;5;11;1;0;0;1;2;0;0;0;18; ;21;24; ;25; ;26;3;3;3;3;3;3;3;3;6;1; ;1059,58393670752;2;134,550341169209;1;0;4;1;5;0;4;2;1;3;2;2;2;1;1;1;1;1;3;2;3;3;2;4;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;2;2;2;3;2;4;2;1;1;3;1;2;5;5;1;4;4;4;5;1;5;4;2;1;2;1;4;4;1;2;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;3;43196,21; ;58243,48;1;1;0
2076;2;382;8;1965;1;0;4;5; ;2;3;4; ; ;1685,24302314434;2332,76654002116; ; ;3;7;1;2;39;30;35;43;45;36;37;46;35;37;30;48;42;41;2;9;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;8;8;8;7;1;6;1;7;1;7;1;7;1;8;1;8;8;8;8;8;8;8;7;7;7;7;1;7;1;8;1;7;8;9;9; ;9;9;7;8;7;6;8;9;9;9;8;8;8;9; ;10;8,09999990463258;7,89999997615816;7,69999998807905;7,79999995231626;7,5; ; ; ; ; ; ;8,59999990463258;8,59999990463258;1;1;1;9;8;8;9;8; ;8,4;8,5;4;5;6;4;5;3;27;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;179;2;3;1;7;5;1; ; ; ;1;1;1;0;0;1;0;0;2;2;2;1;4;4;2;2;2;1;1;4;3;1;2;1;1; ; ;3;5;3;1;1;2;1; ;3;3;3;3;3; ;4;4;4;2;2;2;2;2;2;3;3;4; ;1;2;3;3;3;3;2; ;3;3;3;2;2;2;1;3;3;2;2;3; ;4;4;1;1;4;1;2;2;1;4;1;2;3;4;4;2;5;2;2;3;2;5;4;5;2;3;2;5;3;5;2;4;2;5;1;1;1;1;1;1;1;1;2;2;2;2;3;2;2;3;2;14;15;31;12;11;33;31;1;12;5;4;5;35737,08; ;10579,02;1;0;1
2076;2;383;10;1965;1;0;0;1; ; ; ; ;4;3; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;12;4;0;4;46929,8134964083; ; ;0;0;0
2076;2;384;10;1965;2;0;1;1; ;2;5;9;3;3;3779,18270759015;10713,4027276718;1737,38128034741;5816,94762459782;2;7;1;1;30;27;27;28;37;33;34;34;43;37;38;33;32;32;22; ;9;8;8;8;7;8;7; ;9;9;8;8;8;8;8;8;6;7;7;1;5;1;4;2;7;1;6;1;5;2;6;7;7;6;7;8; ;7;7;6;6;1;5;2;7;2;6;7;7;6; ;7;6;6;8;7;7;6;7;6;7;7;7;7;7;6;6; ;7,69999998807905;7,5;7,19999998807905;7;6,29999995231626;7;6,89999997615816; ; ; ;7,39999997615816;6,89999997615816;5;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;,5;3;5;36;3;3;2;3;3;1;1;2; ; ; ; ; ;3;3;1;1;2;3;Merkantti;0; ;1;0;0;0;0;0;0;0;1986;0;1983;1984;0;0;0;0;0;0;0;0;0;24;42;2;4;3;2;1;3;3;1;1;1;3;4;1;3;1; ;33;42;2;2;4;3;2;4;3;2;4;0;33;2;1;1; ;0;0; ; ; ; ; ; ;0;3;0;3;0;0;2;0;1;0;0;16;18;25; ; ;20;20;26;3;3;3;3;1;1;1;1;1;1;1;756,8456690768;1;0;1;0;4;1;4;0;1;1;0;2;3;2;2;1;1;1;1;2;1;1;1;1;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;2;1;3;2;4;2;1;2;3;3;3;5;4;3;5;2;4;5;1;5;3;4;1;1;1;3;3;1;2;5;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;34;3;3;2;21548,57; ; ;1;1;0
2076;2;385;11;1965;2;0;2;1; ;2;3;8;9;9;1552,37456123975;6933,37908044933; ;4294,1741384153;2;7;1;2;37;30;40;41;43;26;40;34;44;47;28;36;39;40;6;8;8;7;7;8;8;7;7;9;8;7;7;7;8;8;8;8;8;7;9;1;6;1;7;1;7;1;9;1;7;1;7;7;8;6;7;7;7;6;6;6;7;1;6;2;5;2;6;7; ;9; ;7;6;6;8;7;8;8;8;7;8;8;8;8;8;7;8;7,89999997615816; ;7,5;7,19999998807905; ; ;7,19999998807905;7,09999996423721; ;7,09999996423721;6,79999995231626;7,5;6,89999997615816;1;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;4; ; ; ;1;0;0
2076;2;386;10;1965;2;0;1;1;4;2;3;3; ; ;1554,05644050436;5165,051221633;1468,28059800899;5436,50653494188;2;7;1;2;51;56;45;48;31;39;46;37;40;39;42;53;49;47;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;1;10;1;10;1;10;1;10;1;10;1;10;9;9;10;9;9;9;9;9;9;9;1;9;1;9;1;9;10;9;9; ;10;9;9;10;9;9;9;9;10;9;8;9;9;9; ;9; ;8,89999997615816;9;9,19999992847442;9,19999992847442; ; ; ; ; ; ;9,69999992847442;9,5;1;1;1;8;10;9;9;10; ;9,3;9,2;6;6;5;6;6;6;35;6;1;1;4;,75;5;5;51;1;0;1;7;2;2;5;8; ; ; ; ; ;7;2;2;5;8;7;Kieltenopettaja;0; ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1990;0;0;0;0;0;0;3;33;2;5;3;3;1;4;3;1;1;1;4;4;1;4;1; ;3;33;2;1;5;1;1;5;2;2;4;1;3;1;1;1;1;0;0;7; ; ; ;7;7;0;2;0;2;0;0;0;2;0;1;0;18;24;19;24;19;25;25;26;3;3;3;3;3;3;3;3;6;1; ;1463,23496021515;1;0;2; ;5;2;5;0;2;2;1;3;5;2;2;1;1;1;1;2;2;1;1;1;1;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;1;1;3;2;3;1;1;1;3;2;3;4;5;1;5;5;4;4;1;4;4;3;1;1;1;5;5;1;1;4;3;2; ; ;3;1;124;4;3;3;7;2;1; ; ; ;1;0;1;0;0;1;0;0;3;2;2;1;1;2;5;1;2;2;2;2;1;3;4;3;1; ; ;2;4;3;1;1;1;1;1;1;2;2;2;3;2;2;4;2;2;2;2;2;3;2;4;3;4; ;1;1;1;1;2;2;3;2;2;3;2;1;2;2;1;2;2;3;2;3; ;1;2;1;1;5;1;1;2;2;4;2;1;3;5;5;1;5;1;1;1;4;2;2;5;4;2;2;3;2;3;3;2;2;4;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;22; ;15;21; ;51; ;2;23;7;2;4;32288,55; ; ;1;1;1
2076;2;387;12;1965;2;0;1;2; ;2; ; ;5;9; ; ; ; ;2;7;1;2;41;46;36;37;33;42;47;45;36;37;42;49;44;42;4;9;8;8;9;9;9;9;8;7;7;8;8;9;8;9;8;9;8;9;9;1;7;1;8;1;7;1;9;1;8;1;8;8;9;9;8;9;7;7;8;8;8;1;8;2;7;2;8;9;7;7; ;8;8;8;9;8;8;8;9;9;8;9;9;10;9;9;8; ; ; ;8,39999997615816; ;8,39999997615816;8,39999997615816;8,09999990463258; ;8,29999995231626;8;8,5;8,29999995231626;1;1;1;5;9;9;8;10;7;8,7;8,8;6;5; ;5;5; ;21;5;1;2;2;,5;2;4;63;1;0;1;7;2;1;1;1; ; ; ; ; ;7;2;1;1;1;7;Luokanopettaja;0; ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1991;0;0;0;1;0;1;3;33; ;2;2;1;4;2;1;2;3;3;2;4;1;3;1; ;3;33;1;2;4;2;2;2;4;4;4;1;7;2;2;1;2;0;0;12;5; ; ;12;5;1;2;10;3;0;0;1;0;2;0;0;19;25; ; ; ;18;25;26;3;3;2;3;3;3;3;3;3;1; ;672,751705846044;1;0;2;336,375852923022;5;2;3;0;0;1;0;1;2;2;2;3;2;2;1; ;4;1;2;1;1;1;2;0;0;1;0;1;0;1;0;0;0;0;0;0;2;3;2;1;3;2;2;3;2;3;3;1;2;4;4;3;4;4;4;4;3;4;3;4;2;4;5;4;5;4;2;4;2;2; ; ;3;1;125;4;3;3;7;1;1; ; ; ;1;0;0;0;0;0;1;1;3;3; ;1;3;4;1;2;4;3;3;3;2;2;4;4;1; ; ;2;4;3;1;1;3;3;2;3;3;3;3;2;2;2;3;2;4;2;2;3;3;2;4;3;4;1;3;1;2;3;3;2;3;2;1;3;2;3;1;2;2;2;2;3;3;3;1;4;4;2;2;4;2;3;2;2;4;1;2;3;5;3;3;3;4;3;2;2;4;2;4;4;4;2;5;2;4;4;4;4;4;1;2;1;1;2;2;1;1;2;3;1;2;2;1;2;1;2;21;26; ; ;55; ;13;2;24;7;2;4;7934,1; ;45494,83;1;1;1
2076;2;388;10;1965;1;0;2;3; ; ; ; ;9;9; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;240;4;3;3; ; ;3; ; ; ;1;0;1;0;0;1;0;0;2;3;2;1;2;4;3;2;4;2;1;3;3;3;3;2;1; ; ;3;5;10;1;1;2;2;1;3;3;3;4;3;1;3;4;3;3;3;3;3;3;3;3;2;2; ;2;2;2;3;3;3;3;1;3;3;2;2;3;3;3;3;3;3;2;2; ;4;4;1;1;4;2;2;1;4;4;2;4;2;4;3;2;4;2;2;1;2;4;2;4;4;1;1;2;4;4;2;4;4;2;3;2;3;3;1;1;1;2;1;1;1;2;3;3;3;2;2;22;32;15;21;11;11;32;9;93;3;7;5;24010; ;18971,6;0;0;1
2076;2;389;10;1965;2;0;1;2; ;2;7;2; ; ;5736,89017160214;14361,062476769;2657,36923809187;8575,90237027245;1;7;1;2;37;35;38;35;40;36;31;35;41;33;38;32;36;37;6;7;8;8;8;8;8;8;8;8;8;8;9;9;9;8;8;8;9;9;10;1;9;1;9;1;8;1;9;1;9;1;9;7;9;8;7;7;7;6;7;7;8;1;7;2;8;2;9;8; ;8; ;8;7;7;7;7;8;8;7;7;8;7;7;7;8;7;7; ; ;7,69999998807905;8; ; ;7,89999997615816;8; ; ; ;8,19999992847442;7,79999995231626;1;1;1;7;10;8;8;8;9;8,3;8,1;4;3;2;6;5;6;26;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;180;4;3;2;6;3;3; ; ; ;1;1;1;1;0;0;0;0;3;3;1;1;2;5;5;2;3;3;3;1;3;1;2;1;1; ; ;2;4;8;1;1;1;1;1;2;2;3;2;4;3;3;4;4;2;2;2;1;2;4;4;2;3; ;1;1;2;2;3;2;3;3;3;3;3;1;3;1;1;1;3;2;1;2; ;2;5;1;2;4;1;2;2;2;4;1;1;2;5;4;2;4;2;1;2;3;4;1;3;5;4;2;3;1;3;4;2;2;3;2;2;1;1;1;1;1;2;3;1;2;1;1;1;2;2;1;22;27;11;21;55;52;23; ; ; ; ; ; ; ; ;1;0;1
2076;2;390;10;1965;2;0;2;3; ;2;7;4; ; ;6907,47813977426;7164,80566726037; ; ;1;7;1;2;40;40;42;39;37;39;46;36;44;41;43;49;45;43;6;6;7;8;8;9;9;9;9;8;8;8;8;9;9;9;9;8;8;9;8;1;8;1;8;1;9;1;9;1;9;1;9;8;9;9;9;9;9;8;9;9;9;1;9;1;9;1;9;9; ;9; ;10;9;8;8;8;9;9;10;10;8;8;9;9;9;10;9;7,79999995231626; ;8,29999995231626;8,5; ; ;9,09999990463258;9; ; ; ;9,09999990463258;9,09999990463258;1;1;1;10;9;9;9;9;9;9,3;9,4;6;6;5;5;6;6;34;6;1;1;3;,666666666666667;5;5;63;1;0;1;7;3;2;4;6; ; ; ; ; ;7;3;2;4;6;3;Kaup. yo;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;32;4;5;3;3;1;4;3;1;1;1;3;4;1;4;1; ;25;32;2;1;5;2;1;5;2;5;5;0;25;2;1;1;2;0;0;18;29; ; ;29;18;0;5;11;1;0;1;1;1;2;0;0;18; ;23; ; ;21;23;26;3;3;3;3;3;3;2;1;1;1; ;1345,50341169209;1;0;1;0;5;2;5;0;2;1;0;2;4;2;2;1;1;1;1;1;4;2;2;2;2;3;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2;2;2;1;3;2;4;2;1;1;3;4;2;4;5;1;4;4;4;2;1;5;4;4;1;1;1;4;5;1;1;4;2;2; ; ;3;1;175;4;3;2;7;3;3;1; ; ;1;0;1;0;1;0;1;0;3;2;2;1;1;1;5;1;2;1;3;2;1;2;4;3;1; ; ;3;5;3;1;1;2;2;1;3;2;3;3;4;4;4;4;4;2;3;3;4;4;3;4;4;4; ;2;1;2;2;3;3;3;3;3;3;3;2;3;3;2;3;2;3;3;3; ;2;2;1;1;5;1;1;2;2;5;1;2;4;5;4;1;5;2;3;3;4;4;2;5;5;3;2;4;2;5;5;5;2;5;2;2;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;21;15;11;15;11;42; ;2;21;4;0;4;30036,0090350554; ;14514,6180536284;1;1;1
